ULPIN / Parcel ID,Survey Number / Gat Number,District,Taluka,Village,Owner / Rights-holder details,Land Area (hectares),Land Classification / Land Type,Tenure / Rights details,7/12 Record,8A Record,Mutation / Ferfar details,Mutation Date,Mutation Status,Cadastral Parcel Boundary / Geometry,Property Card,Record Source,Record Date / Last Updated,Verification Status,Owner Name,Owner / Rights-holder Type,Owner Share,Owner Relation,Owner Address
MH-DEMO-00542,110/38,Parbhani,Demo Taluka 02,Demo Village 02,Name: Tanmay Borkar; Holder Type: Individual; Relation: W/O Synthetic Holder; Share: 100%; Address: Synthetic Address 03,3.99,Mixed Use,Government Lease,DEMO-712-00542,DEMO-8A-00542,DEMO-FERFAR-00542,2025-09-18,Updated,"POLYGON((76.797332 19.271690,76.799310 19.272332,76.798668 19.274310,76.796690 19.273668,76.797332 19.271690))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-01-18,Synthetic - Not Government Verified,Tanmay Borkar,Individual,100%,W/O Synthetic Holder,Synthetic Address 03
MH-DEMO-00543,110/39,Parbhani,Demo Taluka 03,Demo Village 03,Name: Aditi Shinde; Holder Type: Individual; Relation: S/O Synthetic Holder; Share: 100%; Address: Synthetic Address 04,4.36,Agricultural,Private Tenure,DEMO-712-00543,DEMO-8A-00543,DEMO-FERFAR-00543,2025-09-28,Pending,"POLYGON((76.785511 19.247494,76.787506 19.248511,76.786489 19.250506,76.784494 19.249489,76.785511 19.247494))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-01-29,Synthetic - Not Government Verified,Aditi Shinde,Individual,100%,S/O Synthetic Holder,Synthetic Address 04
MH-DEMO-00544,110/40,Parbhani,Demo Taluka 04,Demo Village 04,Name: Deepak Wagh; Holder Type: Individual; Relation: D/O Synthetic Holder; Share: 100%; Address: Synthetic Address 05,4.73,Residential,Other/Restricted,DEMO-712-00544,DEMO-8A-00544,DEMO-FERFAR-00544,2025-10-08,Under Verification,"POLYGON((76.773735 19.286324,76.775676 19.287735,76.774265 19.289676,76.772324 19.288265,76.773735 19.286324))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-02-09,Synthetic - Not Government Verified,Deepak Wagh,Individual,100%,D/O Synthetic Holder,Synthetic Address 05
MH-DEMO-00545,110/41,Parbhani,Demo Taluka 05,Demo Village 05,Name: Mohan Yadav; Holder Type: Individual; Relation: W/O Synthetic Holder; Share: 100%; Address: Synthetic Address 01,0.3,Forest,Occupancy Class I,DEMO-712-00545,DEMO-8A-00545,DEMO-FERFAR-00545,2025-10-18,No Recent Mutation,"POLYGON((76.762000 19.262190,76.763810 19.264000,76.762000 19.265810,76.760190 19.264000,76.762000 19.262190))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-02-20,Synthetic - Not Government Verified,Mohan Yadav,Individual,100%,W/O Synthetic Holder,Synthetic Address 01
MH-DEMO-00546,110/42,Parbhani,Demo Taluka 06,Demo Village 06,Name: Rajesh More and Rahul Gawande; Holder Type: Joint Holders; Relation: Joint Holders; Share: 50%-50%; Address: Synthetic Address 02,0.67,Industrial,Occupancy Class II,DEMO-712-00546,DEMO-8A-00546,DEMO-FERFAR-00546,2025-10-28,Updated,"POLYGON((76.750177 19.238883,76.751117 19.240177,76.749823 19.241117,76.748883 19.239823,76.750177 19.238883))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-03-03,Synthetic - Not Government Verified,Rajesh More and Rahul Gawande,Joint Holders,50%-50%,Joint Holders,Synthetic Address 02
MH-DEMO-00547,110/43,Parbhani,Demo Taluka 01,Demo Village 07,Name: Sneha Gawande; Holder Type: Individual; Relation: D/O Synthetic Holder; Share: 100%; Address: Synthetic Address 03,1.04,Water Body,Government Lease,DEMO-712-00547,DEMO-8A-00547,DEMO-FERFAR-00547,2025-11-07,Pending,"POLYGON((76.801385 19.277816,76.802184 19.279385,76.800615 19.280184,76.799816 19.278615,76.801385 19.277816))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-03-14,Synthetic - Not Government Verified,Sneha Gawande,Individual,100%,D/O Synthetic Holder,Synthetic Address 03
MH-DEMO-00548,110/44,Parbhani,Demo Taluka 02,Demo Village 08,Name: Vijay Raut; Holder Type: Individual; Relation: W/O Synthetic Holder; Share: 100%; Address: Synthetic Address 04,1.41,Wasteland,Private Tenure,DEMO-712-00548,DEMO-8A-00548,DEMO-FERFAR-00548,2025-11-17,Under Verification,"POLYGON((76.789616 19.253790,76.790210 19.255616,76.788384 19.256210,76.787790 19.254384,76.789616 19.253790))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-03-25,Synthetic - Not Government Verified,Vijay Raut,Individual,100%,W/O Synthetic Holder,Synthetic Address 04
MH-DEMO-00549,110/45,Parbhani,Demo Taluka 03,Demo Village 09,Name: Amit Kadam; Holder Type: Individual; Relation: S/O Synthetic Holder; Share: 100%; Address: Synthetic Address 05,1.78,Mixed Use,Other/Restricted,DEMO-712-00549,DEMO-8A-00549,DEMO-FERFAR-00549,2025-11-27,No Recent Mutation,"POLYGON((76.777865 19.292810,76.778190 19.294865,76.776135 19.295190,76.775810 19.293135,76.777865 19.292810))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-04-05,Synthetic - Not Government Verified,Amit Kadam,Individual,100%,S/O Synthetic Holder,Synthetic Address 05
MH-DEMO-00550,110/46,Parbhani,Demo Taluka 04,Demo Village 10,Name: Gaurav Ingale; Holder Type: Individual; Relation: D/O Synthetic Holder; Share: 100%; Address: Synthetic Address 01,2.15,Agricultural,Occupancy Class I,DEMO-712-00550,DEMO-8A-00550,DEMO-FERFAR-00550,2025-12-07,Updated,"POLYGON((76.763880 19.268880,76.766120 19.268880,76.766120 19.271120,76.763880 19.271120,76.763880 19.268880))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-04-16,Synthetic - Not Government Verified,Gaurav Ingale,Individual,100%,D/O Synthetic Holder,Synthetic Address 01
MH-DEMO-00551,110/47,Parbhani,Demo Taluka 05,Demo Village 11,Name: Nikhil Patil; Holder Type: Individual; Relation: W/O Synthetic Holder; Share: 100%; Address: Synthetic Address 02,2.52,Residential,Occupancy Class II,DEMO-712-00551,DEMO-8A-00551,DEMO-FERFAR-00551,2025-12-17,Pending,"POLYGON((76.752002 19.244627,76.754373 19.245002,76.753998 19.247373,76.751627 19.246998,76.752002 19.244627))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-04-27,Synthetic - Not Government Verified,Nikhil Patil,Individual,100%,W/O Synthetic Holder,Synthetic Address 02
MH-DEMO-00552,110/48,Parbhani,Demo Taluka 06,Demo Village 12,Name: Rohit Deshpande; Holder Type: Individual; Relation: S/O Synthetic Holder; Share: 100%; Address: Synthetic Address 03,2.89,Forest,Government Lease,DEMO-712-00552,DEMO-8A-00552,DEMO-FERFAR-00552,2025-12-27,Under Verification,"POLYGON((76.803178 19.283387,76.805613 19.284178,76.804822 19.286613,76.802387 19.285822,76.803178 19.283387))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-05-08,Synthetic - Not Government Verified,Rohit Deshpande,Individual,100%,S/O Synthetic Holder,Synthetic Address 03
MH-DEMO-00553,110/49,Parbhani,Demo Taluka 01,Demo Village 01,Name: Sunita Mhatre and Suresh Sawant; Holder Type: Joint Holders; Relation: Joint Holders; Share: 50%-50%; Address: Synthetic Address 04,3.26,Industrial,Private Tenure,DEMO-712-00553,DEMO-8A-00553,DEMO-FERFAR-00553,2026-01-06,No Recent Mutation,"POLYGON((76.791650 19.259924,76.793076 19.260650,76.792350 19.262076,76.790924 19.261350,76.791650 19.259924))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-05-19,Synthetic - Not Government Verified,Sunita Mhatre and Suresh Sawant,Joint Holders,50%-50%,Joint Holders,Synthetic Address 04
MH-DEMO-00554,110/50,Parbhani,Demo Taluka 02,Demo Village 02,Name: Vinod Pawar; Holder Type: Individual; Relation: W/O Synthetic Holder; Share: 100%; Address: Synthetic Address 05,3.63,Water Body,Other/Restricted,DEMO-712-00554,DEMO-8A-00554,DEMO-FERFAR-00554,2026-01-16,Updated,"POLYGON((76.779805 19.298771,76.781229 19.299805,76.780195 19.301229,76.778771 19.300195,76.779805 19.298771))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-05-30,Synthetic - Not Government Verified,Vinod Pawar,Individual,100%,W/O Synthetic Holder,Synthetic Address 05
MH-DEMO-00555,110/51,Parbhani,Demo Taluka 03,Demo Village 03,Name: Anjali Mane; Holder Type: Individual; Relation: S/O Synthetic Holder; Share: 100%; Address: Synthetic Address 01,4.0,Wasteland,Occupancy Class I,DEMO-712-00555,DEMO-8A-00555,DEMO-FERFAR-00555,2026-01-26,Pending,"POLYGON((76.768000 19.274642,76.769358 19.276000,76.768000 19.277358,76.766642 19.276000,76.768000 19.274642))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-06-10,Synthetic - Not Government Verified,Anjali Mane,Individual,100%,S/O Synthetic Holder,Synthetic Address 01
MH-DEMO-00556,110/52,Parbhani,Demo Taluka 04,Demo Village 04,Name: Mahesh Tiwari; Holder Type: Individual; Relation: D/O Synthetic Holder; Share: 100%; Address: Synthetic Address 02,4.37,Mixed Use,Occupancy Class II,DEMO-712-00556,DEMO-8A-00556,DEMO-FERFAR-00556,2026-02-05,Under Verification,"POLYGON((76.756230 19.250547,76.757453 19.252230,76.755770 19.253453,76.754547 19.251770,76.756230 19.250547))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-06-21,Synthetic - Not Government Verified,Mahesh Tiwari,Individual,100%,D/O Synthetic Holder,Synthetic Address 02
MH-DEMO-00557,110/53,Parbhani,Demo Taluka 05,Demo Village 05,Name: Prakash Chavan; Holder Type: Individual; Relation: W/O Synthetic Holder; Share: 100%; Address: Synthetic Address 03,4.74,Agricultural,Government Lease,DEMO-712-00557,DEMO-8A-00557,DEMO-FERFAR-00557,2026-02-15,No Recent Mutation,"POLYGON((76.807489 19.289494,76.808506 19.291489,76.806511 19.292506,76.805494 19.290511,76.807489 19.289494))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-07-02,Synthetic - Not Government Verified,Prakash Chavan,Individual,100%,W/O Synthetic Holder,Synthetic Address 03
MH-DEMO-00558,110/54,Parbhani,Demo Taluka 06,Demo Village 06,Name: Sanjay Kamble; Holder Type: Individual; Relation: S/O Synthetic Holder; Share: 100%; Address: Synthetic Address 04,0.31,Residential,Private Tenure,DEMO-712-00558,DEMO-8A-00558,DEMO-FERFAR-00558,2026-02-25,Updated,"POLYGON((76.795770 19.265488,76.796512 19.267770,76.794230 19.268512,76.793488 19.266230,76.795770 19.265488))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-07-13,Synthetic - Not Government Verified,Sanjay Kamble,Individual,100%,S/O Synthetic Holder,Synthetic Address 04
MH-DEMO-00559,110/55,Parbhani,Demo Taluka 01,Demo Village 07,Name: Swati Kharat; Holder Type: Individual; Relation: D/O Synthetic Holder; Share: 100%; Address: Synthetic Address 05,0.68,Forest,Other/Restricted,DEMO-712-00559,DEMO-8A-00559,DEMO-FERFAR-00559,2026-03-07,Pending,"POLYGON((76.784064 19.241536,76.784464 19.244064,76.781936 19.244464,76.781536 19.241936,76.784064 19.241536))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-07-24,Synthetic - Not Government Verified,Swati Kharat,Individual,100%,D/O Synthetic Holder,Synthetic Address 05
MH-DEMO-00560,110/56,Parbhani,Demo Taluka 02,Demo Village 08,Name: Aarav Kulkarni and Amit Mane; Holder Type: Joint Holders; Relation: Joint Holders; Share: 50%-50%; Address: Synthetic Address 01,1.05,Industrial,Occupancy Class I,DEMO-712-00560,DEMO-8A-00560,DEMO-FERFAR-00560,2026-08-04,Under Verification,"POLYGON((76.770200 19.281200,76.771800 19.281200,76.771800 19.282800,76.770200 19.282800,76.770200 19.281200))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-08-04,Synthetic - Not Government Verified,Aarav Kulkarni and Amit Mane,Joint Holders,50%-50%,Joint Holders,Synthetic Address 01
MH-DEMO-00561,111/1,Beed,Demo Taluka 01,Demo Village 01,Name: Ashok Kale; Holder Type: Individual; Relation: S/O Synthetic Holder; Share: 100%; Address: Synthetic Address 02,1.42,Wasteland,Private Tenure,DEMO-712-00561,DEMO-8A-00561,DEMO-FERFAR-00561,2026-08-14,Updated,"POLYGON((75.780268 18.997993,75.782007 18.998268,75.781732 19.000007,75.779993 18.999732,75.780268 18.997993))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-08-15,Synthetic - Not Government Verified,Ashok Kale,Individual,100%,S/O Synthetic Holder,Synthetic Address 02
MH-DEMO-00562,111/2,Beed,Demo Taluka 02,Demo Village 02,Name: Meena Jadhav; Holder Type: Individual; Relation: D/O Synthetic Holder; Share: 100%; Address: Synthetic Address 03,1.79,Mixed Use,Other/Restricted,DEMO-712-00562,DEMO-8A-00562,DEMO-FERFAR-00562,2026-08-24,Pending,"POLYGON((75.768384 18.973790,75.770210 18.974384,75.769616 18.976210,75.767790 18.975616,75.768384 18.973790))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-08-26,Synthetic - Not Government Verified,Meena Jadhav,Individual,100%,D/O Synthetic Holder,Synthetic Address 03
MH-DEMO-00563,111/3,Beed,Demo Taluka 03,Demo Village 03,Name: Rahul Thakur; Holder Type: Individual; Relation: W/O Synthetic Holder; Share: 100%; Address: Synthetic Address 04,2.16,Agricultural,Occupancy Class I,DEMO-712-00563,DEMO-8A-00563,DEMO-FERFAR-00563,2026-09-03,Under Verification,"POLYGON((75.756546 19.012601,75.758399 19.013546,75.757454 19.015399,75.755601 19.014454,75.756546 19.012601))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-09-06,Synthetic - Not Government Verified,Rahul Thakur,Individual,100%,W/O Synthetic Holder,Synthetic Address 04
MH-DEMO-00564,111/4,Beed,Demo Taluka 04,Demo Village 04,Name: Shivam Salve; Holder Type: Individual; Relation: S/O Synthetic Holder; Share: 100%; Address: Synthetic Address 05,2.53,Residential,Occupancy Class II,DEMO-712-00564,DEMO-8A-00564,DEMO-FERFAR-00564,2025-01-01,No Recent Mutation,"POLYGON((75.744752 18.988436,75.746564 18.989752,75.745248 18.991564,75.743436 18.990248,75.744752 18.988436))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-01-05,Synthetic - Not Government Verified,Shivam Salve,Individual,100%,S/O Synthetic Holder,Synthetic Address 05
MH-DEMO-00565,111/5,Beed,Demo Taluka 05,Demo Village 05,Name: Vaishnavi Gaikwad; Holder Type: Individual; Relation: D/O Synthetic Holder; Share: 100%; Address: Synthetic Address 01,2.9,Forest,Government Lease,DEMO-712-00565,DEMO-8A-00565,DEMO-FERFAR-00565,2025-01-11,Updated,"POLYGON((75.733000 18.964303,75.734697 18.966000,75.733000 18.967697,75.731303 18.966000,75.733000 18.964303))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-01-16,Synthetic - Not Government Verified,Vaishnavi Gaikwad,Individual,100%,D/O Synthetic Holder,Synthetic Address 01
MH-DEMO-00566,111/6,Beed,Demo Taluka 06,Demo Village 06,Name: Akash Sawant; Holder Type: Individual; Relation: W/O Synthetic Holder; Share: 100%; Address: Synthetic Address 02,3.27,Industrial,Private Tenure,DEMO-712-00566,DEMO-8A-00566,DEMO-FERFAR-00566,2025-01-21,Pending,"POLYGON((75.784283 19.003212,75.785788 19.005283,75.783717 19.006788,75.782212 19.004717,75.784283 19.003212))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-01-27,Synthetic - Not Government Verified,Akash Sawant,Individual,100%,W/O Synthetic Holder,Synthetic Address 02
MH-DEMO-00567,111/7,Beed,Demo Taluka 01,Demo Village 07,Name: Dhananjay Verma and Meena Wagh; Holder Type: Joint Holders; Relation: Joint Holders; Share: 50%-50%; Address: Synthetic Address 03,3.64,Water Body,Other/Restricted,DEMO-712-00567,DEMO-8A-00567,DEMO-FERFAR-00567,2025-01-31,Under Verification,"POLYGON((75.772350 18.979924,75.773076 18.981350,75.771650 18.982076,75.770924 18.980650,75.772350 18.979924))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-02-07,Synthetic - Not Government Verified,Dhananjay Verma and Meena Wagh,Joint Holders,50%-50%,Joint Holders,Synthetic Address 03
MH-DEMO-00568,111/8,Beed,Demo Taluka 02,Demo Village 08,Name: Nandini Bhosale; Holder Type: Individual; Relation: D/O Synthetic Holder; Share: 100%; Address: Synthetic Address 04,4.01,Wasteland,Occupancy Class I,DEMO-712-00568,DEMO-8A-00568,DEMO-FERFAR-00568,2025-02-10,No Recent Mutation,"POLYGON((75.760565 19.018891,75.761109 19.020565,75.759435 19.021109,75.758891 19.019435,75.760565 19.018891))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-02-18,Synthetic - Not Government Verified,Nandini Bhosale,Individual,100%,D/O Synthetic Holder,Synthetic Address 04
MH-DEMO-00569,111/9,Beed,Demo Taluka 03,Demo Village 09,Name: Ramesh Dhole; Holder Type: Individual; Relation: W/O Synthetic Holder; Share: 100%; Address: Synthetic Address 05,4.38,Mixed Use,Occupancy Class II,DEMO-712-00569,DEMO-8A-00569,DEMO-FERFAR-00569,2025-02-20,Updated,"POLYGON((75.748798 18.994902,75.749098 18.996798,75.747202 18.997098,75.746902 18.995202,75.748798 18.994902))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-03-01,Synthetic - Not Government Verified,Ramesh Dhole,Individual,100%,W/O Synthetic Holder,Synthetic Address 05
MH-DEMO-00570,111/10,Beed,Demo Taluka 04,Demo Village 10,Name: Sonal Deshmukh; Holder Type: Individual; Relation: S/O Synthetic Holder; Share: 100%; Address: Synthetic Address 01,4.75,Agricultural,Government Lease,DEMO-712-00570,DEMO-8A-00570,DEMO-FERFAR-00570,2025-03-02,Pending,"POLYGON((75.734960 18.970960,75.737040 18.970960,75.737040 18.973040,75.734960 18.973040,75.734960 18.970960))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-03-12,Synthetic - Not Government Verified,Sonal Deshmukh,Individual,100%,S/O Synthetic Holder,Synthetic Address 01
MH-DEMO-00571,111/11,Beed,Demo Taluka 05,Demo Village 11,Name: Vikas Joshi; Holder Type: Individual; Relation: D/O Synthetic Holder; Share: 100%; Address: Synthetic Address 02,0.32,Residential,Private Tenure,DEMO-712-00571,DEMO-8A-00571,DEMO-FERFAR-00571,2025-03-12,Under Verification,"POLYGON((75.786069 19.009719,75.788281 19.010069,75.787931 19.012281,75.785719 19.011931,75.786069 19.009719))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-03-23,Synthetic - Not Government Verified,Vikas Joshi,Individual,100%,D/O Synthetic Holder,Synthetic Address 02
MH-DEMO-00572,111/12,Beed,Demo Taluka 06,Demo Village 12,Name: Aniket Borkar; Holder Type: Individual; Relation: W/O Synthetic Holder; Share: 100%; Address: Synthetic Address 03,0.69,Forest,Other/Restricted,DEMO-712-00572,DEMO-8A-00572,DEMO-FERFAR-00572,2025-03-22,No Recent Mutation,"POLYGON((75.774230 18.985488,75.776512 18.986230,75.775770 18.988512,75.773488 18.987770,75.774230 18.985488))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-04-03,Synthetic - Not Government Verified,Aniket Borkar,Individual,100%,W/O Synthetic Holder,Synthetic Address 03
MH-DEMO-00573,111/13,Beed,Demo Taluka 01,Demo Village 01,Name: Kiran Shinde; Holder Type: Individual; Relation: S/O Synthetic Holder; Share: 100%; Address: Synthetic Address 04,1.06,Industrial,Occupancy Class I,DEMO-712-00573,DEMO-8A-00573,DEMO-FERFAR-00573,2025-04-01,Updated,"POLYGON((75.762441 18.961278,75.764722 18.962441,75.763559 18.964722,75.761278 18.963559,75.762441 18.961278))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-04-14,Synthetic - Not Government Verified,Kiran Shinde,Individual,100%,S/O Synthetic Holder,Synthetic Address 04
MH-DEMO-00574,111/14,Beed,Demo Taluka 02,Demo Village 02,Name: Pooja Wagh and Sachin Thakur; Holder Type: Joint Holders; Relation: Joint Holders; Share: 50%-50%; Address: Synthetic Address 05,1.43,Water Body,Occupancy Class II,DEMO-712-00574,DEMO-8A-00574,DEMO-FERFAR-00574,2025-04-11,Pending,"POLYGON((75.750823 19.000883,75.752117 19.001823,75.751177 19.003117,75.749883 19.002177,75.750823 19.000883))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-04-25,Synthetic - Not Government Verified,Pooja Wagh and Sachin Thakur,Joint Holders,50%-50%,Joint Holders,Synthetic Address 05
MH-DEMO-00575,111/15,Beed,Demo Taluka 03,Demo Village 03,Name: Sachin Yadav; Holder Type: Individual; Relation: W/O Synthetic Holder; Share: 100%; Address: Synthetic Address 01,1.8,Wasteland,Government Lease,DEMO-712-00575,DEMO-8A-00575,DEMO-FERFAR-00575,2025-04-21,Under Verification,"POLYGON((75.739000 18.976755,75.740245 18.978000,75.739000 18.979245,75.737755 18.978000,75.739000 18.976755))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-05-06,Synthetic - Not Government Verified,Sachin Yadav,Individual,100%,W/O Synthetic Holder,Synthetic Address 01
MH-DEMO-00576,111/16,Beed,Demo Taluka 04,Demo Village 04,Name: Suresh More; Holder Type: Individual; Relation: S/O Synthetic Holder; Share: 100%; Address: Synthetic Address 02,2.17,Mixed Use,Private Tenure,DEMO-712-00576,DEMO-8A-00576,DEMO-FERFAR-00576,2025-05-01,No Recent Mutation,"POLYGON((75.790212 19.015659,75.791341 19.017212,75.789788 19.018341,75.788659 19.016788,75.790212 19.015659))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-05-17,Synthetic - Not Government Verified,Suresh More,Individual,100%,S/O Synthetic Holder,Synthetic Address 02
MH-DEMO-00577,111/17,Beed,Demo Taluka 05,Demo Village 05,Name: Vivek Gawande; Holder Type: Individual; Relation: D/O Synthetic Holder; Share: 100%; Address: Synthetic Address 03,2.54,Agricultural,Other/Restricted,DEMO-712-00577,DEMO-8A-00577,DEMO-FERFAR-00577,2025-05-11,Updated,"POLYGON((75.778454 18.991601,75.779399 18.993454,75.777546 18.994399,75.776601 18.992546,75.778454 18.991601))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-05-28,Synthetic - Not Government Verified,Vivek Gawande,Individual,100%,D/O Synthetic Holder,Synthetic Address 03
MH-DEMO-00578,111/18,Beed,Demo Taluka 06,Demo Village 06,Name: Arjun Raut; Holder Type: Individual; Relation: W/O Synthetic Holder; Share: 100%; Address: Synthetic Address 04,2.91,Residential,Occupancy Class I,DEMO-712-00578,DEMO-8A-00578,DEMO-FERFAR-00578,2025-05-21,Pending,"POLYGON((75.766719 18.967589,75.767411 18.969719,75.765281 18.970411,75.764589 18.968281,75.766719 18.967589))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-06-08,Synthetic - Not Government Verified,Arjun Raut,Individual,100%,W/O Synthetic Holder,Synthetic Address 04
MH-DEMO-00579,111/19,Beed,Demo Taluka 01,Demo Village 07,Name: Manish Kadam; Holder Type: Individual; Relation: S/O Synthetic Holder; Share: 100%; Address: Synthetic Address 05,3.28,Forest,Occupancy Class II,DEMO-712-00579,DEMO-8A-00579,DEMO-FERFAR-00579,2025-05-31,Under Verification,"POLYGON((75.754998 19.006627,75.755373 19.008998,75.753002 19.009373,75.752627 19.007002,75.754998 19.006627))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-06-19,Synthetic - Not Government Verified,Manish Kadam,Individual,100%,S/O Synthetic Holder,Synthetic Address 05
MH-DEMO-00580,111/20,Beed,Demo Taluka 02,Demo Village 08,Name: Priya Ingale; Holder Type: Individual; Relation: D/O Synthetic Holder; Share: 100%; Address: Synthetic Address 01,3.65,Industrial,Government Lease,DEMO-712-00580,DEMO-8A-00580,DEMO-FERFAR-00580,2025-06-10,No Recent Mutation,"POLYGON((75.740720 18.982720,75.743280 18.982720,75.743280 18.985280,75.740720 18.985280,75.740720 18.982720))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-06-30,Synthetic - Not Government Verified,Priya Ingale,Individual,100%,D/O Synthetic Holder,Synthetic Address 01
MH-DEMO-00581,111/21,Beed,Demo Taluka 03,Demo Village 09,Name: Seema Patil and Vijay Deshpande; Holder Type: Joint Holders; Relation: Joint Holders; Share: 50%-50%; Address: Synthetic Address 02,4.02,Water Body,Private Tenure,DEMO-712-00581,DEMO-8A-00581,DEMO-FERFAR-00581,2025-06-20,Updated,"POLYGON((75.729335 18.959085,75.730915 18.959335,75.730665 18.960915,75.729085 18.960665,75.729335 18.959085))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-07-11,Synthetic - Not Government Verified,Seema Patil and Vijay Deshpande,Joint Holders,50%-50%,Joint Holders,Synthetic Address 02
MH-DEMO-00582,111/22,Beed,Demo Taluka 04,Demo Village 10,Name: Tanmay Deshpande; Holder Type: Individual; Relation: S/O Synthetic Holder; Share: 100%; Address: Synthetic Address 03,4.39,Wasteland,Other/Restricted,DEMO-712-00582,DEMO-8A-00582,DEMO-FERFAR-00582,2025-06-30,Pending,"POLYGON((75.780435 18.997891,75.782109 18.998435,75.781565 19.000109,75.779891 18.999565,75.780435 18.997891))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-07-22,Synthetic - Not Government Verified,Tanmay Deshpande,Individual,100%,S/O Synthetic Holder,Synthetic Address 03
